iter	Logloss
187	0.4191291802
188	0.4190585989
189	0.4189781474
190	0.4189135035
191	0.4188846182
192	0.4187815123
193	0.4186859419
194	0.4185800106
195	0.418465711
196	0.418415913
197	0.4183483051
198	0.4182382895
199	0.4181509419
200	0.4180734756
201	0.4180482167
202	0.4180105428
203	0.4179564733
204	0.4178855185
205	0.4178343095
206	0.4177362811
207	0.4176630591
208	0.4175475684
209	0.4174556927
210	0.4173748756
211	0.4173114227
212	0.4172531768
213	0.4171999983
214	0.4171457885
215	0.4170777849
216	0.4170324914
217	0.4169617951
218	0.4168653725
219	0.4168125804
220	0.4167376844
221	0.4166773206
222	0.4165996902
223	0.4165388688
224	0.4165012911
225	0.4164235197
226	0.4163281536
227	0.41627082
228	0.4161970082
229	0.4161240928
230	0.4160395292
231	0.4159766357
232	0.4159360699
233	0.4158882746
234	0.4158463161
235	0.4157622632
236	0.4156768131
237	0.4155888614
238	0.4154944665
239	0.4154143382
240	0.4153557801
241	0.415295609
242	0.4151953501
243	0.415142617
244	0.4150513202
245	0.4149345426
246	0.414887924
247	0.4147922509
248	0.4146792092
249	0.4146538475
250	0.4145933538
251	0.4145511312
252	0.4144900979
253	0.4144204363
254	0.4143317046
255	0.414293924
256	0.4142440905
257	0.4141862399
258	0.4141124752
259	0.4140278343
260	0.4139429316
261	0.4139038498
262	0.4138281245
263	0.4137711253
264	0.4137137113
265	0.4136667944
266	0.4136146034
267	0.4135648755
268	0.413502878
269	0.4134591148
270	0.4133480401
271	0.4133110332
272	0.4132536471
273	0.4131921299
274	0.4131060169
275	0.4130598068
276	0.4130250026
277	0.4129473571
278	0.4128794058
279	0.4128174204
280	0.4127728305
281	0.4127505004
282	0.4126927819
283	0.4126430937
284	0.4125583501
285	0.4125313466
286	0.4124578701
287	0.4124241952
288	0.4123575323
289	0.4122709669
290	0.412199033
291	0.4121125547
292	0.4120884574
293	0.4120532118
294	0.4119800359
295	0.4119280242
296	0.4118290435
297	0.4117816453
298	0.4117201064
299	0.4116302692
300	0.4115285164
301	0.4114639703
302	0.4113718623
303	0.4112986917
304	0.4112394123
305	0.4112254345
306	0.4111664847
307	0.4110649261
308	0.4110072184
309	0.4109874498
310	0.4109330441
311	0.4108756517
312	0.4108140886
313	0.4107795037
314	0.4106953998
315	0.4105996643
316	0.410574879
317	0.4104667821
318	0.4104254249
319	0.410372733
320	0.4102938939
321	0.4102705294
322	0.4102109229
323	0.4101781137
324	0.410098194
325	0.4100400932
326	0.4099603691
327	0.4099177812
328	0.4098224871
329	0.4097684832
330	0.4096981969
331	0.4095924703
332	0.4095281056
333	0.4094489851
334	0.4094126132
335	0.40937503
336	0.4093115137
337	0.409228845
338	0.4091464873
339	0.4091251509
340	0.4090588719
341	0.4090153171
342	0.4089697148
343	0.4089229398
344	0.4088784219
345	0.4088352733
346	0.4087467596
347	0.4086979971
348	0.4086361887
349	0.408584056
350	0.4084634693
351	0.4083912763
352	0.4083014895
353	0.4082205664
354	0.4081355185
355	0.4080840442
356	0.4080240492
357	0.4079647649
358	0.4078909317
359	0.407835417
360	0.4078063621
361	0.4077594785
362	0.4076915092
363	0.4076618235
364	0.4076141236
365	0.4075550458
366	0.4074822625
367	0.4074015072
368	0.4073295418
369	0.4072633101
370	0.4072051197
371	0.4071267676
372	0.4070799314
373	0.4070242976
374	0.4069842335
375	0.406935267
376	0.406895853
377	0.4068681188
378	0.4068417855
379	0.4067717855
380	0.4067085142
381	0.4066545234
382	0.4065710554
383	0.406528096
384	0.4064641066
385	0.4064127315
386	0.4063311257
387	0.4062897776
388	0.4062356978
389	0.4061673005
390	0.4061089979
391	0.4060930147
392	0.4059944684
393	0.4059365179
394	0.405852296
395	0.4057767569
396	0.4057464954
397	0.4056813694
398	0.4056017612
399	0.4055489623
400	0.4054691842
401	0.4053966351
402	0.4053287089
403	0.4052832245
404	0.405191823
405	0.4051390818
406	0.4050909706
407	0.4050527144
408	0.4049801484
409	0.4049245463
410	0.4048851198
411	0.4048728801
412	0.4048133164
413	0.4047728442
414	0.4047418209
415	0.4047111569
416	0.4046393904
417	0.4046181808
418	0.4045420792
419	0.4044612132
420	0.4044058208
421	0.4043594608
422	0.4042804279
423	0.4042345253
424	0.4041965839
425	0.4041655342
426	0.4041059195
427	0.4040328348
428	0.4039983593
429	0.4039164622
430	0.403863194
431	0.4038211941
432	0.4037488457
433	0.4036916052
434	0.403659019
435	0.4036285476
436	0.4035584218
437	0.4035052418
438	0.4034263432
439	0.403378427
440	0.4032779749
441	0.4032254594
442	0.4031680369
443	0.4031283131
444	0.4030622087
445	0.4029771618
446	0.402968955
447	0.4029213233
448	0.4028603088
449	0.4028265629
450	0.4027663736
451	0.4026897595
452	0.4026218317
453	0.402583608
454	0.4025471487
455	0.4024962269
456	0.4024745768
457	0.4024052845
458	0.4023617464
459	0.4023001403
460	0.4022022173
461	0.4021303147
462	0.4020634445
463	0.4020124627
464	0.4019527556
465	0.4019148614
466	0.4018388731
467	0.4017657838
468	0.4017050902
469	0.401628258
470	0.4015777631
471	0.4015285119
472	0.4014574427
473	0.4014267257
474	0.4013785786
475	0.4013632971
476	0.4012594703
477	0.4011893972
478	0.4011377344
479	0.4010671614
480	0.4009717071
481	0.4009051358
482	0.4008146429
483	0.4007656184
484	0.400697214
485	0.4006321501
486	0.400609165
487	0.4005491151
488	0.4004879249
489	0.4004501089
490	0.4003906447
491	0.4003501067
492	0.4002912792
493	0.4002286009
494	0.4001400073
495	0.4001095688
496	0.4000737539
497	0.3999975739
498	0.3999293204
499	0.3998725966
500	0.3997831555
501	0.3996801294
502	0.3996679008
503	0.3996134521
504	0.3995788568
505	0.3995237657
506	0.3995106388
507	0.3994508618
508	0.3994264242
509	0.3993479923
510	0.3992936323
511	0.3992560499
512	0.3991827531
513	0.3991231554
514	0.3990440496
515	0.3989767194
516	0.3989436993
517	0.398864512
518	0.3988043792
519	0.3987847268
520	0.3987229141
521	0.3986510914
522	0.3986005461
523	0.3985841005
524	0.3985355063
525	0.3984503982
526	0.398397189
527	0.3983497075
528	0.3982693826
529	0.3982440717
530	0.398223762
531	0.3981997072
532	0.3981684176
533	0.3981266769
534	0.3980471857
535	0.3979828653
536	0.3979120939
537	0.3978687241
538	0.3978085742
539	0.3977500522
540	0.3977382873
541	0.3976919242
542	0.397644282
543	0.3975859495
544	0.3975246787
545	0.397452463
546	0.3973778531
547	0.3973582745
548	0.3972947586
549	0.3972494075
550	0.3972359316
551	0.3972075598
552	0.3971823986
553	0.3971416261
554	0.3971033205
555	0.3970749645
556	0.3970078108
557	0.396925532
558	0.3969087515
559	0.3968503153
560	0.3968095669
561	0.3967865205
562	0.3967662529
563	0.3967415346
564	0.3966865985
565	0.3966616244
566	0.3966241972
567	0.396547058
568	0.3964947518
569	0.3964661974
570	0.3964280556
571	0.3964032313
572	0.3963919451
573	0.3963367058
574	0.3962448174
575	0.3961645301
576	0.3960844845
577	0.3960321291
578	0.3959490108
579	0.3959088489
580	0.3958628574
581	0.3957808096
582	0.3957739152
583	0.395709607
584	0.3956754898
585	0.3956141246
586	0.3955820924
587	0.3955247154
588	0.39548865
589	0.3954045753
590	0.395335661
591	0.3952489924
592	0.3951895144
593	0.3951492892
594	0.3951257473
595	0.3951010645
596	0.3950534573
597	0.3949875058
598	0.3949704745
599	0.3949295267
600	0.39488872
601	0.3948565404
602	0.3947996957
603	0.394750076
604	0.3947017875
605	0.3946823569
606	0.3946422275
607	0.394612841
608	0.3945335422
609	0.3944507167
610	0.3943727147
611	0.3943494538
612	0.3942973512
613	0.3942294424
614	0.3941638984
615	0.3941122484
616	0.3940658235
617	0.3940372313
618	0.3939789903
619	0.3939230255
620	0.3938829702
621	0.3938412393
622	0.3937888088
623	0.3937205152
624	0.3936462941
625	0.3936009901
626	0.3935769923
627	0.39351998
628	0.3934706204
629	0.393398814
630	0.3933418988
631	0.3932846187
632	0.3932268627
633	0.393193736
634	0.3931468963
635	0.3931034338
636	0.3930413304
637	0.3930098971
638	0.3929737084
639	0.3928888261
640	0.3928175167
641	0.3927845591
642	0.3927488148
643	0.3927043619
644	0.3926494966
645	0.3926062225
646	0.3925707968
647	0.3925099247
648	0.3924722451
649	0.3924189141
650	0.3923960746
651	0.3923707224
652	0.3923128388
653	0.3922805873
654	0.3922444842
655	0.3922082579
656	0.3921518392
657	0.3920889837
658	0.3920129981
659	0.3919646978
660	0.391891565
661	0.391873879
662	0.3918412395
663	0.3918324418
664	0.3917513421
665	0.3916986369
666	0.3916563786
667	0.3916376414
668	0.3916150423
669	0.3915655636
670	0.3915131204
671	0.3914842198
672	0.3913986025
673	0.3913227938
674	0.3913005367
675	0.3912741425
676	0.3912285183
677	0.3911804088
678	0.3911083074
679	0.3910495122
680	0.3909830538
681	0.3909748969
682	0.3909203522
683	0.3908758355
684	0.3908640337
685	0.3908457262
686	0.3907989206
687	0.3907256508
688	0.3906287684
689	0.3906069096
690	0.3905534424
691	0.390499232
692	0.3904707046
693	0.3904439328
694	0.3904023947
695	0.3903369516
696	0.3903233453
697	0.3902583578
698	0.3901997659
699	0.3901540129
700	0.3900994753
701	0.3900624843
702	0.390015992
703	0.3899356062
704	0.3898918605
705	0.3898509823
706	0.3897754166
707	0.3897327398
708	0.3896828983
709	0.3896303231
710	0.3895794363
711	0.3895437919
712	0.3894848293
713	0.3894174182
714	0.389368633
715	0.3892968993
716	0.389240815
717	0.389206363
718	0.3891903832
719	0.3891776121
720	0.3891368669
721	0.389056604
722	0.3889957085
723	0.3889395488
724	0.3889021136
725	0.388865513
726	0.3888415549
727	0.3888317769
728	0.3887616466
729	0.3887065121
730	0.3886934403
731	0.3886318282
732	0.3885746559
733	0.3884869196
734	0.3884457524
735	0.3883684951
736	0.3883331886
737	0.3882976282
738	0.3882317746
739	0.3882152216
740	0.3881789805
741	0.3881252057
742	0.3880828686
743	0.3880127045
744	0.3879498619
745	0.387895553
746	0.3878466337
747	0.3877755778
748	0.3877108823
749	0.3876774458
750	0.3876201197
751	0.3875451642
752	0.38748303
753	0.3874225604
754	0.3873712119
755	0.387346992
756	0.3873164319
757	0.3872611011
758	0.3871849143
759	0.3870980511
760	0.3870292632
761	0.3869795
762	0.3869661056
763	0.3869556753
764	0.3869153949
765	0.3868833388
766	0.3868306113
767	0.3867627091
768	0.3867048001
769	0.3866461232
770	0.3866379611
771	0.3866190553
772	0.3865895444
773	0.3865326538
774	0.3864834379
775	0.3864758743
776	0.3864162656
777	0.3863532003
778	0.3862836173
779	0.386235803
780	0.3861778004
781	0.3861232
782	0.3861069614
783	0.3860662971
784	0.3860444317
785	0.3859993613
786	0.3859861955
787	0.3859252479
788	0.3858686907
789	0.3857882505
790	0.3857252281
791	0.385701692
792	0.3856831604
793	0.385623144
794	0.3855851383
795	0.3855422847
796	0.3854887817
797	0.3854392877
798	0.3854059297
799	0.3853734267
800	0.3853093295
801	0.3852697627
802	0.3852070545
803	0.3851546841
804	0.3851290537
805	0.3851178568
806	0.3850575141
807	0.3850327154
808	0.3850130084
809	0.3849924068
810	0.3849767291
811	0.3849330327
812	0.3848813511
813	0.3848507644
814	0.3848324663
815	0.3847478428
816	0.3846748058
817	0.3846589798
818	0.3846482581
819	0.3846026552
820	0.3845933467
821	0.3845587999
822	0.3845356322
823	0.3844970553
824	0.3844359669
825	0.3843921738
826	0.3843413753
827	0.3842845994
828	0.3842567819
829	0.3841903745
830	0.3841867891
831	0.3841360633
832	0.3840772492
833	0.3839824352
834	0.3839280212
835	0.3839031485
836	0.3838608124
837	0.3838156916
838	0.3837924381
839	0.3837783021
840	0.3837164853
841	0.3836559482
842	0.3836286099
843	0.3835555427
844	0.3834789242
845	0.3834570227
846	0.3834461618
847	0.3834069565
848	0.3833597607
849	0.3833259608
850	0.3832652005
851	0.3831920122
852	0.3831333888
853	0.383099542
854	0.3830519795
855	0.3830202512
856	0.3830021535
857	0.382940853
858	0.3828770706
859	0.3828456609
860	0.3828239238
861	0.3827701175
862	0.3827228539
863	0.3826986703
864	0.3826463297
865	0.3826001705
866	0.382571746
867	0.3825508861
868	0.3825140894
869	0.3824553665
870	0.3823853107
871	0.3823627355
872	0.3823458892
873	0.3823134146
874	0.3822973553
875	0.382239193
876	0.3821920797
877	0.382169391
878	0.3821467099
879	0.3821155943
880	0.3820867865
881	0.382023565
882	0.3819489005
883	0.381892646
884	0.3818727561
885	0.3818637011
886	0.3818078318
887	0.3817724587
888	0.3817507847
889	0.3816971684
890	0.3816440116
891	0.3816032484
892	0.3815440644
893	0.3814988692
894	0.3814796439
895	0.3814666763
896	0.3814472434
897	0.381413871
898	0.3813697965
899	0.3813510135
900	0.3813242204
901	0.3812778355
902	0.3812281014
903	0.3811720729
904	0.381143751
905	0.3811048288
906	0.3810727911
907	0.3810319028
908	0.380998012
909	0.3809514754
910	0.3808934859
911	0.3808064305
912	0.3807568934
913	0.3806908464
914	0.3806677372
915	0.3805812278
916	0.380537935
917	0.3804857259
918	0.3804542517
919	0.3804191212
920	0.3803584276
921	0.3803347565
922	0.3803185356
923	0.3802744835
924	0.3802197306
925	0.380208263
926	0.3801628951
927	0.3801065921
928	0.3800554569
929	0.3800094532
930	0.3799642264
931	0.3799395575
932	0.3798947886
933	0.3798591641
934	0.3798124963
935	0.3797702979
936	0.3797341949
937	0.3796960093
938	0.3796645452
939	0.3796253821
940	0.3795631334
941	0.3795019893
942	0.379427478
943	0.3793904319
944	0.3793263813
945	0.3792664159
946	0.3792151782
947	0.379176242
948	0.379110494
949	0.3790725287
950	0.3790088793
951	0.3789958091
952	0.3789714368
953	0.378932625
954	0.3789018446
955	0.3788819498
956	0.3788338385
957	0.3787823339
958	0.378737077
959	0.3787006575
960	0.378672429
961	0.3786445532
962	0.3786269088
963	0.3785791379
964	0.3785380581
965	0.3785142488
966	0.3784491724
967	0.3784229728
968	0.378365963
969	0.378314973
970	0.3782721397
971	0.3782102769
972	0.378166192
973	0.3781226825
974	0.3780936474
975	0.3780594765
976	0.3780226633
977	0.3779896745
978	0.3779378147
979	0.3779170202
980	0.3778845929
981	0.3778654355
982	0.3778127474
983	0.3777447263
984	0.3777140235
985	0.3776923347
986	0.377622131
987	0.3776121337
988	0.3775774966
989	0.3775469255
990	0.3775182713
991	0.377472255
992	0.3774513588
993	0.3774157224
994	0.377366304
995	0.3773259311
996	0.3772614473
997	0.3772231107
998	0.3771343489
999	0.3770753206
